Drama Name	Episode Number	URL	Start Time	End Time	Urdu Sentence	English Sentence	Correct/Incorrect	Correct Translation
Kabuli Pulao	17	https://www.youtube.com/watch?v=J45iSI4a5eQ	0:00	0:00	??? ??? ?? ?? ?? ???? ?????? ????	And how did I endure this?	0	[19:40] And how did I tolerate all this?
Malaal	15	https://www.youtube.com/watch?v=c6Oc4JObsiM	25:08:00	25:11:00	?? ?? ???? ???? ??? ???	You were turned into sensitive	0	I like lying
Malaal	1	https://www.youtube.com/watch?v=AdFVYdliL8o	23:22	23:30	"???? ????? ? ???? ??? ?? ?? ?? ?? ?? ????? ???? ??? ???? ?? ? ???? ??? ??"	"Hello friend, I'm afraid you must always come first."	0	"Hello friends, I am also afraid that you always have to come first, this is also so"
Rasm_E_Duniya	15	https://www.youtube.com/watch?v=MDPX73t3UPI	6:51	7:01	???? ??? ??? ?? ?? ???? ???? ???? ????? ?? ???? ???? ?? ???? ?? ??	"Verily, the Zalimun (polytheists and wrong-doers, etc.) will be paid back (in full) according to the Zalimun (polytheists and wrong-doers, etc.)."	0	Anyway she has full right to take revenge of the atrocities done to her in the way
Samjhota	4	https://www.youtube.com/watch?v=7LexJPq4Z-w	0:00	0:00	?? ??? ?????? ??? ?? ?? ???? ???? ??? ???? ???? ?? ???? ???? ???	You can take it in writing. I'm going to fulfill my promise.	0	[17:02] You can take that in writing. I will fulfill my promise.
Mora piya	20	https://www.youtube.com/watch?v=dj9c94NcuJ8	0:00	0:00	??? ?? ???? ???? ??? ??	I'm not worth it.	0	[08:15] I will not be able to
Samjhota	20	https://www.youtube.com/watch?v=RWbXLKMIHnA	0:00	0:00	??? ?? ??? ?????? ??? ????? ???? ???? ?? ??? ??? ???	And remember I will cut off your wealth.	0	[08:49] And remember this. I'll cut you off from my wealth.
Samjhota	35	https://www.youtube.com/watch?v=JCQfUO4ND-A	0:00	0:00	?? ???? ??? ???? ??? ???? ??! ?? ???? ???? ???	She is not as well! He's my mother. He's my enemy.	0	[10:19] She isn't my mother anyways! She is my enemy.
wafa_be_mol	24	https://www.youtube.com/watch?v=41ADep3RdoE	15:36	15:44	"??? ?? ???? ????? ??? ?? ???? ?????? ? ??? ????? ???? ????? ??"	"If you go, tell me, I won't eat."	0	"If you go and eat, then tell me, I will not eat food"
Aun Zara	2	https://www.youtube.com/watch?v=SbK6eFaBz50	20:19	20:24	"?? ??? ?? ?????? ????? ???? ??? ? ?? ???? ??? ?? ?? ?? ?? ???? ????? ?? ???? ???? ???? ?????"	"Like such questions, it's bad to take care of your brother."	0	"Questions like this are such as Bhabhi, how bad is it that you should take care of your brother"
Digest Writer	10	https://www.youtube.com/watch?v=PniEvcX-Lgo	21:30	21:37	"?? ?? ??? ???? ?? ? ?? ?? ??? ??? ????? ???? ?? ? ?? ?? ??? ???? ????? ? ???? ??"	"It's okay, when a child is suffering in your home, you should get tired, okay."	0	"It is a good thing, I am happy to know that seeing her shocked, it doesn't seem that she will get married in a few days."
Samjhota	22	https://www.youtube.com/watch?v=GNqnIeEudKY	0:00	0:00	???? ????? ?? ??? ?? ????? ??? ?? ?????? ?????? ???	"Yes, we're going to go some day. We'll plan."	0	[30:53] Yes. Of course. We'll go someday. We'll plan.
Kabuli Pulao	3	https://www.youtube.com/watch?v=p3RnpoFf4hs	0:00	0:00	??? ???? ????? ?? ??? ???? ???? ??? ??	I will not give charity to my brother.	0	[02:53] I will not take charity for my brother
Samjhota	13	https://www.youtube.com/watch?v=sXQvZkJ9484	0:00	0:00	????? ???? ??? ???? ??? ??? ?? ?? ???? ??? ??? ??? ???? ????? ??? ?? ???? ???!	I can't think of it. Just believe me!	0	[03:53] We have no match. I cannot even think about it. Believe me!
Mora piya	43	https://www.youtube.com/watch?v=529Gaicpw_o	0:00	0:00	????? ?????? ???? ?? ???	I'm just like a good friend.	0	[31:22] just like best friends
Samjhota	34	https://www.youtube.com/watch?v=BCQIw8OZ75k	0:00	0:00	?? ???? ?? ??? ??? ?? ???? ???? ??? ??? ?? ??? ?? ??? ??? ??? ?? ?? ????? ???? ???	That's going to be right. He's in his room. He's going to come in.	0	[11:46] Its going well. She is in her room. She will come and then I will introduce her.
Aik hath mehendi	33	https://www.youtube.com/watch?v=taDIng3gt3A	31:53:00	32:06:00	"[??????] ??? ???? ???? ?? ??? ???? ????? ? ???? ??? ??? ???? ???? ????"	"[Music] I don't want my daughter's pain, but I can't see it"	1	"[Music] I don't want my daughter's pain, but I can't see it"
Aun Zara	3	https://www.youtube.com/watch?v=haavj9akMgU	15:05	15:12	"?? ?? ???? ????? ???? ???? ???? ????? ? ?? ?? ????? ?? ??? ?? ?? ?? ???? ???? ???? ??? ????? ????"	"You should have such a black girl, think, and you'll feel embarrassed when you say that friend is ashamed."	0	"You must be such a clingy girl, you will think this and you will feel ashamed while saying this friend"
wafa_be_mol	1	https://www.youtube.com/watch?v=MEI16327tCQ	33:25:00	33:35:00	?? ??? ???? ???? [??????]	Everything will be okay. [ CELLING ]	0	Everything will be fine [Music]
wafa_be_mol	28	https://www.youtube.com/watch?v=uUxXQLHLRLE	11:44	11:52	"?? ???? ????? ??? ??? ??? ?? ???? ?? ???? ??? ??? ??? ?? ??? ???? ???? ?????? ??? ? ?? ??? ???? ???? ??? ??? ???? ????? ?? ?? ???? ?? ? ???? ???"	"Why are you making eating? This is better than once I'm ready, I'm going to rest, what happened to me?"	0	"Why are you cooking? It is better now than before. Once I get the pot ready, I will rest. What happened? Jannat Bibi is the husband, right?"
Digest Writer	5	https://www.youtube.com/watch?v=nBfvpmQapr4	8:41	8:47	"?? ??? ??? ??? ??? ?? ??? ?? ????? ????? ?? ? ???"	"Everything that happened and the way she became angry,"	0	"Whatever happened and the way she has become angry, I"
Mora piya	44	https://www.youtube.com/watch?v=_27mxMS2pmQ	0:00	0:00	???? ?? ???? ????? ???? ???	But we can't find it.	0	[31:25] but we cannot find
Aik hath mehendi	36	https://www.youtube.com/watch?v=fFjKrxXQxLE	2:02	2:10	"?? ???? ?? ? ??? ???? ??? ?? ?? ??????? ???? ?????? ???"	"That's enough, I'm never able to pay it."	0	"It's enough, I may never repay this"
Mora piya	31	https://www.youtube.com/watch?v=F3WL_k-jf1c	0:00	0:00	"??? ?? ???? ??? ????? ????? ?"	"The house destroyed its house,"	0	"home ruined their home,"
Mora piya	13	https://www.youtube.com/watch?v=WhqX1CXr6J8	0:00	0:00	?? ???? ??? ??? ???? ???	This girl is too extraordinary.	0	[29:44] This girl is so absentminded.
Mora piya	42	https://www.youtube.com/watch?v=Ib4nzJJBKsQ	0:00	0:00	??? ???? ????? ????? ?? ???? ???? ???	[08:17] and why is my life full of misery?	1	[08:17] and why is my life full of misery?
Samjhota	16	https://www.youtube.com/watch?v=9ej-NQ3QPr8	0:00	0:00	??? ?? ?? ???? ?? ???? ??? ??? ????	Why are I passing this out of respect?	0	[21:34] Why am I going through this disrespect?
Mora piya	1	https://www.youtube.com/watch?v=czNFMXQ9Efk	0:00	0:00	?? ?? ?? ??? ?????? ???	- You'll be late.	0	that you will get late.
Samjhota	35	https://www.youtube.com/watch?v=JCQfUO4ND-A	0:00	0:00	??? ?? ??? ??? ???! ?? ???? ??? ?? ??? ???	I'm telling the truth! She's dying for me.	0	[23:38] I'm telling the truth! She is dying for me.
Samjhota	21	https://www.youtube.com/watch?v=96NHyXztjrY	0:00	0:00	?? ???? ??? ????? ?? ??? ??? ????? ???	He wants us to have a reason to shoot us.	0	[13:28] He wants a reason to kick us out.
Samjhota	50	https://www.youtube.com/watch?v=s32EdATPWFo	0:00	0:00	?? ?? ???? ??? ?? ???? ???? ???? ??????	[25:24] You shouldn't go with your mother.	1	[25:24] You shouldn't go with your mother.
Rasm_E_Duniya	3	https://www.youtube.com/watch?v=VI7Zgw10kFs	1:16	1:27	"??? ???? ????? ?? ???? ?? ??? ???? ?? ? ???? ???? ????? ?? ?? ?? ???? ?? ?? ??? ??"	"I don't know what love means, I don't know what that means."	0	"I don't know what is the meaning of love, I don't know what he meant by it"
Dastaan	15	https://www.youtube.com/watch?v=nYe1ygGe9AU	11:51	11:59	??? [?????] ?? ?? ??? ????? ??????? ??	And that's more beautiful than that.	0	And [Music] is even more beautiful than that
Digest Writer	3	https://www.youtube.com/watch?v=pgCYC8Tvm1E	24:50:00	24:57:00	"[?????] ?? ????? ?? ???? ????? ?? ?? ??? ?? ?? ??? ?? ??????? ?? ???? ? ??????? ??? ??? ??? ???"	"I wish I'm going to become your teacher, beautiful Web sites."	0	"[Praise] That charge I wish I could become a heroine of your Ram, what happened beautiful web m"
Digest Writer	13	https://www.youtube.com/watch?v=TpAMRKrp3I4	15:20	15:28	"???? ???? ???? ?????? ? ?? ?? ?? ????? ???? ?? ???? ???"	Why not? How can you draw it?	0	"Why can't it happen, how can you refer to her"
Samjhota	14	https://www.youtube.com/watch?v=oA7gy-4NPoY	0:00	0:00	??? ???? ??? ?? ?????? ???? ???? ??? ??? ?? ?? ???? ???? ????? ???	I won't put on any further shame. Do you know my position?	0	[05:14] I won't tolerate further humiliation. Do you know my condition?
Malaal	10	https://www.youtube.com/watch?v=0Q7MqfTuXnQ	26:24:00	26:30:00	"?? ?? ???? ? ??? ??? ?? ??? ???? ??? ???? ?? ? ??? ??? ???? ?? ? ?????? ?? ???? ??? ??? ????"	"First, there's nothing but a thief, and there's nothing to talk about it."	0	"First of all, there is no one else except the thief cat, and there is nothing else, talk about career"
Lakin	14	https://www.youtube.com/watch?v=8-DxSsUKdzQ	12:51	12:51	???? ??? ?? ???? ?? ?? ???? ??? ?? ??? ???? ????? ?????? ?? ?? ??? ???? ?? ?? ?? ?? ???? ???? ?????? ????	But I never thought of it like this -- maybe I don't think it's worth it myself.	0	But I never thought of her in this way. Maybe I don't consider myself worthy of her. 13:11
Aun Zara	3	https://www.youtube.com/watch?v=haavj9akMgU	11:08	11:33	?? ?? ???? ??? ?? ???? ?? ?? ?? ?? ???? ??????	The best thing to do is not English inside it.	0	The best thing is not that the British inside him
Aik hath mehendi	30	https://www.youtube.com/watch?v=9omwZjRxkRM	27:00:00	27:07:00	"???? ???? ? ?? ???? ????? ??? ? ???? ??? ?? ??? ???? ???"	"Rightly, where you're going, my doubts throws my doubts."	0	"Bahu bahu, where are you going, fuelling my suspicion 27:15"
Lakin	1	https://www.youtube.com/watch?v=Ul7_XPfZbpI	15:04	15:11	"?? ? ??? ?? ? ?? ?? ?? ???? ?? ? ?? ??? ???? ???? ??? ?? ? ?? ?? ?? ??? ?? ????? ?????? ?????"	"Now, Mom, it's your choice, it's my fault, you'll get your own pain now."	0	"Now, Ammi ji, it is your choice, what is my fault in it, now you have to suffer yourself."
Mora piya	26	https://www.youtube.com/watch?v=5_XQI789rj0	0:00	0:00	??? ?? ?? ???? ?? ????? ?? ???? ???? ???	[22:06] I like you from college times	1	[22:06] I like you from college times
Aik hath mehendi	30	https://www.youtube.com/watch?v=9omwZjRxkRM	0:13	0:19	"??? ???? ???? ????? ? ??? ?? ???? ???"	"I don't know who tears, no one heard."	0	"I don't know the tears, no one listened"
Mora piya	48	https://www.youtube.com/watch?v=WFEs42Zk4hE	0:00	0:00	"??? ?? ???? ?? ????? ??? ?"	Then you're busy all day busy.	0	"then you were busy all day long,"
Lakin	19	https://www.youtube.com/watch?v=7G36tyWU9XQ	22:48	22:54	"?? ???? ??? ? ??? ?? ??? ??? ???? ???? ??? ???? ??? ??? ????? ???? ????"	"How are you, thank God? Tell me, what is it? I'm fine."	0	"How are you, thank God. Tell me how is Kiran? I am absolutely fine."
Aitraz	13	https://www.youtube.com/watch?v=RRWYnbEHIK0	24:32:00	24:39:00	"[?????] ?? ???? ???? ??? ? ?? ???? ???? ???"	"You're right, you're right."	0	"[Sangeet] You are right, you are right"
Mora piya	9	https://www.youtube.com/watch?v=OvKXUMlRM3Y	0:00	0:00	"???? ?? ??? ???? ??? ???? ?? ? ?????"	"Son of mine, you're doing a good job, son."	0	"[25:07] You do a good thing, son."
Samjhota	1	https://www.youtube.com/watch?v=RpddIUFm3p0	0:00	0:00	"??? ?? ??? ???? ?? ? ?? ???? ????? ?? ????? ???? ?? ??? ???? ??????? ??"	"And he's an adult, he's quite wise to make his own decision."	0	"[16:52] and she is an adult, she is wise enough to take the decisions of her life"
Rasm_E_Duniya	11	https://www.youtube.com/watch?v=PJSrGqA-OUs	2:42	2:49	???? ??? ???? ?????? ???? ???? ????? ?? ?? ?? ?? ???? ?? ??? ???	But he should never allow you to break his love.	0	But she should never tolerate that you break her love Tam Kar
Digest Writer	17	https://www.youtube.com/watch?v=QXy1bcI-ZjA	28:24:00	28:31:00	?? ?? ???? ??? ?? ???? ?????? ?????? ????? ???? ??	"First, I can't do it because the princes are evil."	0	First of all I can't do it as the camera is bad
Mora piya	24	https://www.youtube.com/watch?v=DrIo2BYVGuU	0:00	0:00	"?? ??? ??? ????? ???? ?? ???? ????? ??? ?"	"You think with a cold mind,"	0	"[20:28] You think with a cool mind once,"
Mora piya	46	https://www.youtube.com/watch?v=lrm5v2o645s	0:00	0:00	?????? ?? ??? ???? ?? ???? ?????? ???	Because you view it as your honor.	0	[23:39] because you consider it your disrespect
Mora piya	5	https://www.youtube.com/watch?v=gBCALlko1FM	0:00	0:00	??? ??? ??? ????? ?????? ???	That's why I'm so worry.	0	[30:32] That’s why I am more worried
Aik hath mehendi	17	https://www.youtube.com/watch?v=RPcTj9u4rqs	4:28	4:34	"??? ???? ???? ?? ? ???? ??? ???? ????? ? ?? ? ??"	"But it's okay. We should go on. Come on, come on."	0	"Yes Rahmat is right, we should go ourselves, come on, come on"
Kabuli Pulao	6	https://www.youtube.com/watch?v=_mf0MZvkxFc	0:00	0:00	"??? ????? ? ??? ?? ???? ?? ??? ???"	"Stop it, are you crazy?"	0	"[00:59] Stop it, have you gone mad"
Malaal	3	https://www.youtube.com/watch?v=H7YD3mJkmnI	23:12	23:15	"???? ???? ??? ? ??? ?? ?? ????? ??? ??"	"In that case, I'll give you both of them."	0	He is more smart
Kabuli Pulao	5	https://www.youtube.com/watch?v=CsBg7C5VVl4	0:00	0:00	"???? ???? ??? ?? ? ??? ???? ???"	"Come on, I'm right."	0	"Come in MashaAllah, I am fine"
Aik hath mehendi	16	https://www.youtube.com/watch?v=oJbPfJF2FbI	5:45	5:51	"??? ?? ?? ??? ?? ?? ?????? ?? ??? ?? ????? ??? ??? ? ??? ?? ???? ??? ???? ? ???? ??? ? ???? ?? ?? ??? ??? ???"	"I'll just tell you only after watching them. Yeah, sir, I'm going to do it. Please, I love it."	0	"I will tell you only after seeing them. Yes, I will do it. Sir, please, I am very fond of it."
Kabuli Pulao	10	https://www.youtube.com/watch?v=ptDc3vRNJMc	0:00	0:00	?? ?????? ???? ?? ????? ??????? ???	He's going to hurt the air.	0	that creep will make Chammo suffer.
Rasm_E_Duniya	23	https://www.youtube.com/watch?v=RVS8-ETRq9I	39:41:00	39:49:00	"??? ???? ?? ???? ???? ? ?? ??? ?? ?? ???? ???? ?? ???? ??? ??? ?"	"Try to be happy, whatever you promised to your son,"	1	"Try to be happy, whatever you promised to your son,"
wafa_be_mol	1	https://www.youtube.com/watch?v=MEI16327tCQ	12:08	12:16	"???? ?? ??? ??? ?? ??? ???? ?? ? ?? ?? ?? ??? ??? ???? ???? [?????] [??????]"	"And he speaks to her, he's going to be very good for her."	0	"Goes and talks to Azar, he will be very good for him [Praise] [Music]"
Aitraz	6	https://www.youtube.com/watch?v=ILDtN3cEwyw	13:53	13:59	???? ?????? ??? ?? ???? ????	Why do my eyes look again?	0	"How would you know, I don't get a chance to talk to you"
Lakin	12	https://www.youtube.com/watch?v=lGlE2fg3wn4	1:24	1:30	"???? ? ?? ????? ???? ????? ?? ? ?? ?? ??? ???? ???? ???? ?? ? ??? ?? ?? ????? ???? ??"	"No, he's my guardian, until I'm married, I'm going to be under her."	0	"No, she is actually my custodian, until I get married, I will be under her"
Samjhota	22	https://www.youtube.com/watch?v=GNqnIeEudKY	0:00	0:00	?? ?? ????? ??? ??? ?? ???? ?? ???? ???? ???? ?? ?? ??? ?????	You're not ready. You'll be late.	0	[11:01] What is all this mess? You're not ready yet. You'll be late.
Kabuli Pulao	5	https://www.youtube.com/watch?v=CsBg7C5VVl4	0:00	0:00	?? ???? ???? ???? ??	[15:59] Why is it not right	1	[15:59] Why is it not right
Malaal	7	https://www.youtube.com/watch?v=goiq1jALsqg	1:03	1:06	"????? ? ??? ????? ???? ??? ?? ????? ???? ??"	"My friends, if a meal is well cooked"	0	"Friends, if the food is cooked well"
wafa_be_mol	2	https://www.youtube.com/watch?v=OrRJhWxn5cc	20:36	20:42	????? ????? ???? ??? ?? ?? ?????? ???? ???? ??	Our appointment never makes us trust	0	Our appointment never trusts us
Aitraz	11	https://www.youtube.com/watch?v=3zzPtdwrcIs	19:46	19:54	??? ?? ????? ???? ????? ???? ???	And it's not really good science.	0	And this is not good science at all.
Samjhota	20	https://www.youtube.com/watch?v=RWbXLKMIHnA	0:00	0:00	??? ?? ????? ??? ?? ???? ??? ??? ?? ??? ?????	[14:15] When do I want my children to stay away from me?	1	[14:15] When do I want my children to stay away from me?
Mora piya	14	https://www.youtube.com/watch?v=zbciLkP5or0	0:00	0:00	"??? ?? ??? ?? ???? ???? ???? ?? ?"	"If it's not okay until dawn,"	0	"if she doesn’t get fine till the morning,"
Mora piya	44	https://www.youtube.com/watch?v=_27mxMS2pmQ	0:00	0:00	??? ?? ?? ???? ???	I'm not able to do that.	0	[24:12] I am unable to
Aitraz	7	https://www.youtube.com/watch?v=cpIUSX_NLh0	39:45:00	39:50:00	??? ?? ??? ??? ??? ???? ????? ?????? ???? ???? ??? ??? ?? ?? ???? ?? ?? ??? ????? ??? ??? ???? ??? ???? ???? ??? ?? ???? ??? ??? ??	"I've started my life again. I enjoy it without you, and I like it. You're lying."	0	I have started living my life again. I enjoy it without you and I feel good too. You are lying.
Samjhota	25	https://www.youtube.com/watch?v=RTY8QX4fgRA	0:00	0:00	???? ????? ????? ?? ????! ????? ?????!	Don't deny such greedy ones!	0	[23:08] Refuse such greedy people immediately!
Samjhota	1	https://www.youtube.com/watch?v=RpddIUFm3p0	0:00	0:00	"??? ??? ? ?? ???? ?? ?? ???? ??? ?? ?? ?? ???? ????? ???"	"Yes, you can stay as long as you want."	0	"[05:41] yes yes, you can stay here until you want to"
Malaal	4	https://www.youtube.com/watch?v=9JwLHNy3rDw	4:17	4:24	??? ???? ???? ??? ??? ?????? ?? ??? ???? ???? ??? ???? ?? ??? ????? ??	"I'm going to go there and learn a lot, and Dennis is there to help me."	0	I will learn that much by going there and Danish is there to help me
Mora piya	44	https://www.youtube.com/watch?v=_27mxMS2pmQ	0:00	0:00	"?? ???? ?? ???? ??? ?"	"We're the friends of childhood,"	0	"[34:50] We are childhood friends,"
Rasm_E_Duniya	26	https://www.youtube.com/watch?v=MoEUVDYo1cs	28:17:00	28:24:00	"??? ?? ?? ??? ???? ?? ? ?? ???? ??? ???? ??? ? ??? ??? ?? ????"	"I'll help you, you have to help me, stay at home."	0	"I will support you, you came to support me, stay at home"
Mora piya	21	https://www.youtube.com/watch?v=CMWs6CMbiW4	0:00	0:00	??? ???? ???? ???? ??	I'm not going to go anywhere.	0	[05:46] I will not go anywhere
Kabuli Pulao	9	https://www.youtube.com/watch?v=f1zo1a_Iw2s	0:00	0:00	??? ?????? ?? ??? ??? ??	[12:17] I will break your head	1	[12:17] I will break your head
Mora piya	8	https://www.youtube.com/watch?v=ZM7u0r1DiyQ	0:00	0:00	"???? ? ???? ? ??? ?? ???? ?"	"No, no, no, no, no, no, no, no, no, no, no."	0	"[29:01] No, no, don’t be late,"
Aun Zara	10	https://www.youtube.com/watch?v=mm9kcC-O8YM	14:36	14:41	"??? ?? ??? ???? ?? ???? ???? ???? ?? ? ?? ??? ?? ??? ?? ??? ???? ??"	"If she is not happy to be self - pleased, she will get out of the house"	0	"If he does not agree to be himself, then either she will leave the house"
wafa_be_mol	23	https://www.youtube.com/watch?v=MIdZmdjBVzw	5:16	5:21	?? ??? ?? ?? ??? ?? ??? ???? ???? ?? ?????? ???? ???? ???	Now I'm tired that I don't feel depressed to my father.	0	Now I am helpless that I do not make my father sad
Mora piya	28	https://www.youtube.com/watch?v=914l0Axvwxw	0:00	0:00	?? ?? ???? ?? ?????? ???? ????	You didn't understand Son?	0	[31:25] You didn’t make Somi understand?
wafa_be_mol	46	https://www.youtube.com/watch?v=oP0_nPNHz1k	18:26	18:55	?? ???? ?? ???? ?? ??? ??? ???? ??	She works as a machine all day.	0	She works like a machine all day
